scene_id,scene_label,truth,model,temperature,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,word_count,latency_ms,input_tokens,output_tokens,cost_usd,error
8,blocked_lens,hazard,claude,1.0,4,5,1,1,1,1,1,hazard,111,6552.8,297,167,0.003396,
8,blocked_lens,hazard,gpt4o,0.0,4,4,1,1,0,1,1,safe,31,4298.6,226,44,0.00179,
8,blocked_lens,hazard,gpt4o,0.2,4,5,1,1,1,1,1,hazard,31,3381.8,226,42,0.00176,
8,blocked_lens,hazard,gpt4o,0.5,4,4,1,1,0,1,1,safe,32,3683.4,226,45,0.001805,
8,blocked_lens,hazard,gpt4o,0.8,4,4,1,1,0,1,1,safe,28,3378.8,226,40,0.00173,
8,blocked_lens,hazard,gpt4o,1.0,4,4,1,1,0,1,1,caution,31,3176.2,226,42,0.00176,
8,blocked_lens,hazard,gpt4o_mini,0.0,4,4,1,1,0,1,1,safe,26,2661.0,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.2,4,4,1,1,0,1,1,safe,26,2457.5,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.5,4,4,1,1,0,1,1,safe,24,2866.8,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.8,4,4,1,1,0,1,1,safe,41,2768.3,2993,58,0.000484,
8,blocked_lens,hazard,gpt4o_mini,1.0,4,4,1,1,0,1,1,safe,35,3172.7,2993,50,0.000479,
8,blocked_lens,hazard,gemini,0.0,4,4,1,1,0,1,1,caution,38,2458.0,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.2,4,4,1,1,0,1,1,caution,36,3745.7,415,55,4.8e-05,
8,blocked_lens,hazard,gemini,0.5,4,4,1,1,0,1,1,caution,44,2065.4,415,61,4.9e-05,
8,blocked_lens,hazard,gemini,0.8,4,4,1,1,0,1,1,caution,38,3628.7,415,58,4.9e-05,
8,blocked_lens,hazard,gemini,1.0,4,4,1,1,0,1,1,caution,50,2641.3,415,74,5.3e-05,
8,blocked_lens,hazard,claude,0.0,5,5,1,1,1,1,1,hazard,106,6454.7,297,163,0.003336,
8,blocked_lens,hazard,claude,0.2,5,5,1,1,1,1,1,hazard,93,7681.8,297,143,0.003036,
8,blocked_lens,hazard,claude,0.5,5,5,1,1,1,1,1,hazard,87,6039.5,297,142,0.003021,
8,blocked_lens,hazard,claude,0.8,5,5,1,1,1,1,1,hazard,100,6685.8,297,150,0.003141,
8,blocked_lens,hazard,claude,1.0,5,5,1,1,1,1,1,hazard,113,7137.6,297,171,0.003456,
8,blocked_lens,hazard,gpt4o,0.0,5,4,1,1,0,1,1,safe,31,2864.6,226,44,0.00179,
8,blocked_lens,hazard,gpt4o,0.2,5,4,1,1,0,1,1,caution,31,2768.7,226,43,0.001775,
8,blocked_lens,hazard,gpt4o,0.5,5,5,1,1,1,1,1,hazard,33,2966.2,226,43,0.001775,
8,blocked_lens,hazard,gpt4o,0.8,5,4,1,1,0,1,1,caution,33,5732.1,226,47,0.001835,
8,blocked_lens,hazard,gpt4o,1.0,5,5,1,1,1,1,1,hazard,37,3254.1,226,47,0.001835,
8,blocked_lens,hazard,gpt4o_mini,0.0,5,4,1,1,0,1,1,safe,26,2798.0,2993,40,0.000473,
8,blocked_lens,hazard,gpt4o_mini,0.2,5,4,1,1,0,1,1,safe,29,2258.5,2993,43,0.000475,
8,blocked_lens,hazard,gpt4o_mini,0.5,5,4,1,1,0,1,1,safe,29,2270.0,2993,43,0.000475,
8,blocked_lens,hazard,gpt4o_mini,0.8,5,4,1,1,0,1,1,safe,24,2260.7,2993,38,0.000472,
8,blocked_lens,hazard,gpt4o_mini,1.0,5,4,1,1,0,1,1,safe,29,2928.9,2993,43,0.000475,
8,blocked_lens,hazard,gemini,0.0,5,4,1,1,0,1,1,caution,38,3278.7,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.2,5,4,1,1,0,1,1,caution,38,2866.9,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.5,5,4,1,1,0,1,1,caution,35,2467.3,415,54,4.7e-05,
8,blocked_lens,hazard,gemini,0.8,5,4,1,1,0,1,1,caution,33,2243.2,415,48,4.6e-05,
8,blocked_lens,hazard,gemini,1.0,5,4,1,1,0,1,1,caution,33,2353.0,415,47,4.5e-05,
