scene_id,scene_label,truth,model,technique,run,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,latency_ms,input_tokens,output_tokens,cost_usd,error
7,person_far,safe,gpt4o_mini,react,4,4,1,1,0,1,1,hazard,STOP,109,3595.4,2967,141,0.00053,
7,person_far,safe,gemini,react,4,4,1,1,0,1,1,caution,SLOW_DOWN,140,2564.6,388,172,8.1e-05,
7,person_far,safe,claude,zero_shot,5,3,1,1,0,0,1,hazard,HOLD,189,9246.2,225,320,0.005475,
7,person_far,safe,gpt4o,zero_shot,5,4,1,1,0,1,1,caution,SLOW_DOWN,51,3786.7,169,64,0.001805,
7,person_far,safe,gpt4o_mini,zero_shot,5,3,1,0,0,1,1,caution,SLOW_DOWN,58,2560.6,2936,69,0.000482,
7,person_far,safe,gemini,zero_shot,5,3,1,1,0,0,1,caution,SLOW_DOWN,171,3689.5,362,212,9.1e-05,
7,person_far,safe,claude,few_shot_3,5,3,1,1,0,0,1,hazard,HOLD,187,10629.3,371,301,0.005628,
7,person_far,safe,gpt4o,few_shot_3,5,4,1,1,0,1,1,caution,SLOW_DOWN,47,3293.8,301,64,0.002465,
7,person_far,safe,gpt4o_mini,few_shot_3,5,4,1,1,0,1,1,hazard,STOP,51,2557.9,3068,65,0.000499,
7,person_far,safe,gemini,few_shot_3,5,4,1,1,0,1,1,caution,SLOW_DOWN,71,1847.2,502,92,6.5e-05,
7,person_far,safe,claude,cot,5,3,1,1,0,0,1,hazard,STOP,189,9798.4,290,320,0.00567,
7,person_far,safe,gpt4o,cot,5,5,1,1,1,1,1,safe,PROCEED,68,3573.8,230,92,0.00253,
7,person_far,safe,gpt4o_mini,cot,5,4,1,1,0,1,1,caution,SLOW_DOWN,132,3272.1,2997,180,0.000558,
7,person_far,safe,gemini,cot,5,3,1,1,0,0,1,caution,SLOW_DOWN,159,2912.4,427,210,9.5e-05,
7,person_far,safe,claude,structured,5,4,1,1,0,1,1,hazard,STOP,64,6245.3,315,155,0.00327,
7,person_far,safe,gpt4o,structured,5,4,1,1,0,1,1,caution,SLOW_DOWN,26,3085.6,244,71,0.002285,
7,person_far,safe,gpt4o_mini,structured,5,4,1,1,0,1,1,caution,SLOW_DOWN,27,2854.2,3011,74,0.000496,
7,person_far,safe,gemini,structured,5,4,1,1,0,1,1,caution,SLOW_DOWN,40,2868.9,447,102,6.4e-05,
7,person_far,safe,claude,react,5,2,1,1,0,0,0,hazard,,175,10240.2,295,320,0.005685,
7,person_far,safe,gpt4o,react,5,4,1,1,0,1,1,caution,SLOW_DOWN,108,4192.7,232,140,0.00326,
7,person_far,safe,gpt4o_mini,react,5,4,1,1,0,1,1,hazard,SLOW_DOWN,106,3177.5,2999,134,0.00053,
7,person_far,safe,gemini,react,5,4,1,1,0,1,1,hazard,STOP,115,2561.3,428,152,7.8e-05,
8,blocked_lens,hazard,claude,zero_shot,1,4,1,1,1,0,1,hazard,HOLD,191,9421.9,191,289,0.004908,
8,blocked_lens,hazard,gpt4o,zero_shot,1,3,1,0,0,1,1,safe,PROCEED,50,3579.1,137,62,0.001615,
8,blocked_lens,hazard,gpt4o_mini,zero_shot,1,3,1,0,0,1,1,safe,PROCEED,51,2660.3,2904,63,0.000473,
8,blocked_lens,hazard,gemini,zero_shot,1,5,1,1,1,1,1,hazard,STOP,115,3586.6,322,134,6.4e-05,
8,blocked_lens,hazard,claude,few_shot_3,1,3,1,1,0,0,1,caution,SLOW_DOWN,170,9727.7,337,257,0.004866,
8,blocked_lens,hazard,gpt4o,few_shot_3,1,4,1,1,0,1,1,caution,SLOW_DOWN,70,3276.7,269,83,0.00259,
8,blocked_lens,hazard,gpt4o_mini,few_shot_3,1,4,1,1,0,1,1,caution,SLOW_DOWN,61,2559.3,3036,75,0.0005,
8,blocked_lens,hazard,gemini,few_shot_3,1,4,1,1,0,1,1,caution,SLOW_DOWN,45,1461.5,462,58,5.2e-05,
8,blocked_lens,hazard,claude,cot,1,4,1,1,1,0,1,hazard,STOP,203,9804.0,256,312,0.005448,
8,blocked_lens,hazard,gpt4o,cot,1,4,1,1,0,1,1,safe,PROCEED,84,5850.6,198,113,0.002685,
8,blocked_lens,hazard,gpt4o_mini,cot,1,4,1,1,0,1,1,caution,SLOW_DOWN,140,3779.5,2965,178,0.000552,
8,blocked_lens,hazard,gemini,cot,1,4,1,1,0,1,1,caution,SLOW_DOWN,142,4192.2,387,188,8.5e-05,
8,blocked_lens,hazard,claude,structured,1,4,1,1,0,1,1,caution,HOLD,51,4913.7,281,129,0.002778,
8,blocked_lens,hazard,gpt4o,structured,1,4,1,1,0,1,1,caution,HOLD,34,3246.7,212,88,0.00238,
8,blocked_lens,hazard,gpt4o_mini,structured,1,4,1,1,0,1,1,caution,SLOW_DOWN,30,2796.3,2979,79,0.000494,
8,blocked_lens,hazard,gemini,structured,1,5,1,1,1,1,1,hazard,LAND,41,2249.8,407,101,6.1e-05,
8,blocked_lens,hazard,claude,react,1,3,1,1,1,0,0,hazard,,182,9640.1,261,319,0.005568,
8,blocked_lens,hazard,gpt4o,react,1,4,1,0,1,1,1,hazard,HOLD,94,3879.2,200,117,0.002755,
8,blocked_lens,hazard,gpt4o_mini,react,1,4,1,1,0,1,1,caution,SLOW_DOWN,124,3172.8,2967,157,0.000539,
8,blocked_lens,hazard,gemini,react,1,5,1,1,1,1,1,hazard,STOP,118,2663.0,388,149,7.4e-05,
8,blocked_lens,hazard,claude,zero_shot,2,4,1,1,1,0,1,hazard,HOLD,183,10151.2,191,291,0.004938,
8,blocked_lens,hazard,gpt4o,zero_shot,2,3,1,0,0,1,1,safe,PROCEED,25,3172.1,137,35,0.00121,
8,blocked_lens,hazard,gpt4o_mini,zero_shot,2,3,1,0,0,1,1,safe,PROCEED,32,2865.7,2904,44,0.000462,
8,blocked_lens,hazard,gemini,zero_shot,2,4,1,0,1,1,1,hazard,HOLD,54,2573.6,322,67,4.4e-05,
8,blocked_lens,hazard,claude,few_shot_3,2,5,1,1,1,1,1,hazard,LAND,131,6967.5,337,205,0.004086,
8,blocked_lens,hazard,gpt4o,few_shot_3,2,3,1,0,0,1,1,caution,HOLD,46,3873.1,269,56,0.002185,
8,blocked_lens,hazard,gpt4o_mini,few_shot_3,2,4,1,1,0,1,1,caution,SLOW_DOWN,51,2816.4,3036,64,0.000494,
8,blocked_lens,hazard,gemini,few_shot_3,2,4,1,0,1,1,1,hazard,STOP,25,3533.4,462,32,4.4e-05,
8,blocked_lens,hazard,claude,cot,2,4,1,1,1,0,1,hazard,LAND,206,11058.6,256,320,0.005568,
8,blocked_lens,hazard,gpt4o,cot,2,5,1,1,1,1,1,hazard,LAND,64,3699.9,198,83,0.002235,
8,blocked_lens,hazard,gpt4o_mini,cot,2,5,1,1,1,1,1,hazard,STOP,65,2544.7,2965,85,0.000496,
8,blocked_lens,hazard,gemini,cot,2,5,1,1,1,1,1,hazard,LAND,90,2259.3,387,115,6.4e-05,
8,blocked_lens,hazard,claude,structured,2,4,1,1,0,1,1,caution,HOLD,45,5115.1,281,116,0.002583,
8,blocked_lens,hazard,gpt4o,structured,2,4,1,1,0,1,1,caution,HOLD,23,2866.6,212,63,0.002005,
8,blocked_lens,hazard,gpt4o_mini,structured,2,4,1,1,0,1,1,caution,SLOW_DOWN,25,2864.8,2979,66,0.000486,
8,blocked_lens,hazard,gemini,structured,2,5,1,1,1,1,1,hazard,HOLD,33,2219.4,407,84,5.6e-05,
8,blocked_lens,hazard,claude,react,2,4,1,1,1,0,1,hazard,LAND,175,10684.2,261,312,0.005463,
8,blocked_lens,hazard,gpt4o,react,2,4,1,0,1,1,1,hazard,STOP,77,3732.9,200,100,0.0025,
8,blocked_lens,hazard,gpt4o_mini,react,2,4,1,0,1,1,1,hazard,SLOW_DOWN,73,2487.9,2967,106,0.000509,
8,blocked_lens,hazard,gemini,react,2,4,1,0,1,1,1,hazard,STOP,56,2080.0,388,75,5.2e-05,
8,blocked_lens,hazard,claude,zero_shot,3,5,1,1,1,1,1,hazard,LAND,138,8697.5,191,239,0.004158,
8,blocked_lens,hazard,gpt4o,zero_shot,3,3,1,0,0,1,1,caution,HOLD,37,3376.4,137,44,0.001345,
8,blocked_lens,hazard,gpt4o_mini,zero_shot,3,3,1,0,0,1,1,safe,PROCEED,33,2766.0,2904,42,0.000461,
8,blocked_lens,hazard,gemini,zero_shot,3,5,1,1,1,1,1,hazard,HOLD,54,2972.1,322,67,4.4e-05,
8,blocked_lens,hazard,claude,few_shot_3,3,5,1,1,1,1,1,hazard,LAND,126,7986.4,337,190,0.003861,
8,blocked_lens,hazard,gpt4o,few_shot_3,3,4,1,0,1,1,1,hazard,HOLD,37,3068.2,269,48,0.002065,
8,blocked_lens,hazard,gpt4o_mini,few_shot_3,3,3,1,0,0,1,1,safe,PROCEED,29,2463.1,3036,39,0.000479,
8,blocked_lens,hazard,gemini,few_shot_3,3,5,1,1,1,1,1,hazard,LAND,41,1747.7,462,49,4.9e-05,
8,blocked_lens,hazard,claude,cot,3,4,1,1,1,0,1,hazard,LAND,180,10437.6,256,314,0.005478,
8,blocked_lens,hazard,gpt4o,cot,3,5,1,1,1,1,1,hazard,LAND,73,3803.0,198,92,0.00237,
8,blocked_lens,hazard,gpt4o_mini,cot,3,5,1,1,1,1,1,hazard,STOP,91,3874.1,2965,112,0.000512,
8,blocked_lens,hazard,gemini,cot,3,5,1,1,1,1,1,hazard,LAND,80,2603.8,387,105,6.1e-05,
8,blocked_lens,hazard,claude,structured,3,5,1,1,1,1,1,hazard,HOLD,40,4969.4,281,105,0.002418,
8,blocked_lens,hazard,gpt4o,structured,3,4,1,1,0,1,1,caution,HOLD,26,4505.5,212,66,0.00205,
8,blocked_lens,hazard,gpt4o_mini,structured,3,5,1,1,1,1,1,hazard,STOP,25,2560.1,2979,64,0.000485,
8,blocked_lens,hazard,gemini,structured,3,5,1,1,1,1,1,hazard,LAND,32,2563.7,407,84,5.6e-05,
8,blocked_lens,hazard,claude,react,3,4,1,1,1,0,1,hazard,LAND,166,10110.1,261,287,0.005088,
8,blocked_lens,hazard,gpt4o,react,3,4,1,0,1,1,1,hazard,HOLD,63,3315.3,200,82,0.00223,
8,blocked_lens,hazard,gpt4o_mini,react,3,4,1,0,1,1,1,hazard,STOP,72,3059.1,2967,97,0.000503,
8,blocked_lens,hazard,gemini,react,3,4,1,0,1,1,1,hazard,LAND,40,1842.7,388,59,4.7e-05,
8,blocked_lens,hazard,claude,zero_shot,4,4,1,1,1,0,1,hazard,LAND,151,9102.0,191,258,0.004443,
8,blocked_lens,hazard,gpt4o,zero_shot,4,3,1,0,0,1,1,caution,HOLD,38,3295.1,137,45,0.00136,
8,blocked_lens,hazard,gpt4o_mini,zero_shot,4,3,1,0,0,1,1,safe,PROCEED,37,3255.5,2904,49,0.000465,
8,blocked_lens,hazard,gemini,zero_shot,4,4,1,0,1,1,1,hazard,HOLD,54,2357.0,322,62,4.3e-05,
8,blocked_lens,hazard,claude,few_shot_3,4,5,1,1,1,1,1,hazard,LAND,87,7576.7,337,133,0.003006,
8,blocked_lens,hazard,gpt4o,few_shot_3,4,5,1,1,1,1,1,hazard,HOLD,38,3396.6,269,48,0.002065,
8,blocked_lens,hazard,gpt4o_mini,few_shot_3,4,3,1,0,0,1,1,safe,PROCEED,29,2600.6,3036,39,0.000479,
8,blocked_lens,hazard,gemini,few_shot_3,4,5,1,1,1,1,1,hazard,LAND,36,2001.9,462,44,4.8e-05,
8,blocked_lens,hazard,claude,cot,4,4,1,1,1,0,1,hazard,LAND,188,9613.7,256,305,0.005343,
8,blocked_lens,hazard,gpt4o,cot,4,5,1,1,1,1,1,hazard,LAND,73,4506.1,198,91,0.002355,
8,blocked_lens,hazard,gpt4o_mini,cot,4,5,1,1,1,1,1,hazard,STOP,105,3478.0,2965,126,0.00052,
8,blocked_lens,hazard,gemini,cot,4,5,1,1,1,1,1,hazard,LAND,84,2154.2,387,110,6.2e-05,
8,blocked_lens,hazard,claude,structured,4,5,1,1,1,1,1,hazard,HOLD,38,4400.1,281,105,0.002418,
8,blocked_lens,hazard,gpt4o,structured,4,4,1,1,0,1,1,caution,HOLD,24,4609.5,212,64,0.00202,
8,blocked_lens,hazard,gpt4o_mini,structured,4,5,1,1,1,1,1,hazard,STOP,25,2864.6,2979,64,0.000485,
8,blocked_lens,hazard,gemini,structured,4,5,1,1,1,1,1,hazard,LAND,33,2494.3,407,83,5.5e-05,
8,blocked_lens,hazard,claude,react,4,4,1,1,1,0,1,hazard,LAND,176,10309.4,261,287,0.005088,
8,blocked_lens,hazard,gpt4o,react,4,4,1,0,1,1,1,hazard,LAND,72,4413.6,200,92,0.00238,
8,blocked_lens,hazard,gpt4o_mini,react,4,4,1,0,1,1,1,hazard,STOP,81,3388.5,2967,104,0.000507,
8,blocked_lens,hazard,gemini,react,4,4,1,0,1,1,1,hazard,LAND,60,3808.8,388,82,5.4e-05,
8,blocked_lens,hazard,claude,zero_shot,5,4,1,1,1,0,1,hazard,LAND,157,9220.8,191,268,0.004593,
8,blocked_lens,hazard,gpt4o,zero_shot,5,3,1,0,0,1,1,caution,HOLD,38,3171.2,137,45,0.00136,
8,blocked_lens,hazard,gpt4o_mini,zero_shot,5,3,1,0,0,1,1,safe,PROCEED,36,2348.7,2904,46,0.000463,
8,blocked_lens,hazard,gemini,zero_shot,5,5,1,1,1,1,1,hazard,HOLD,42,2738.1,322,53,4e-05,
8,blocked_lens,hazard,claude,few_shot_3,5,5,1,1,1,1,1,hazard,HOLD,79,6075.9,337,125,0.002886,
8,blocked_lens,hazard,gpt4o,few_shot_3,5,5,1,1,1,1,1,hazard,HOLD,38,3579.4,269,48,0.002065,
8,blocked_lens,hazard,gpt4o_mini,few_shot_3,5,4,1,1,0,1,1,safe,PROCEED,46,2766.8,3036,58,0.00049,
8,blocked_lens,hazard,gemini,few_shot_3,5,4,1,0,1,1,1,hazard,LAND,39,1949.3,462,45,4.8e-05,
8,blocked_lens,hazard,claude,cot,5,4,1,1,1,0,1,hazard,LAND,180,9314.4,256,299,0.005253,
8,blocked_lens,hazard,gpt4o,cot,5,5,1,1,1,1,1,hazard,LAND,69,3888.5,198,89,0.002325,
8,blocked_lens,hazard,gpt4o_mini,cot,5,5,1,1,1,1,1,hazard,STOP,88,3174.1,2965,109,0.00051,
8,blocked_lens,hazard,gemini,cot,5,4,1,1,1,0,1,hazard,LAND,152,2973.4,387,195,8.8e-05,
8,blocked_lens,hazard,claude,structured,5,5,1,1,1,1,1,hazard,LAND,36,4789.8,281,98,0.002313,
8,blocked_lens,hazard,gpt4o,structured,5,4,1,1,0,1,1,caution,HOLD,24,3063.7,212,64,0.00202,
8,blocked_lens,hazard,gpt4o_mini,structured,5,4,1,1,0,1,1,caution,SLOW_DOWN,25,2694.2,2979,66,0.000486,
8,blocked_lens,hazard,gemini,structured,5,5,1,1,1,1,1,hazard,LAND,33,2076.2,407,83,5.5e-05,
8,blocked_lens,hazard,claude,react,5,4,1,1,1,0,1,hazard,LAND,189,9493.7,261,320,0.005583,
8,blocked_lens,hazard,gpt4o,react,5,4,1,0,1,1,1,hazard,HOLD,83,3695.7,200,105,0.002575,
8,blocked_lens,hazard,gpt4o_mini,react,5,4,1,0,1,1,1,hazard,STOP,76,3159.5,2967,102,0.000506,
8,blocked_lens,hazard,gemini,react,5,5,1,1,1,1,1,hazard,LAND,56,2766.1,388,77,5.2e-05,
