condition,model,scene_label,truth,run,yolo_type,yolo_meta,clip_label,clip_risk,clip_conf,detected_risk,risk_correct,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,word_count,latency_ms,input_tokens,output_tokens,cost_usd,reply,error
llm_only,gpt4o,person_far,safe,1,,,,,0.0,caution,0,4,1,1,0,1,1,43,2423.0,207,56,0.001875,"Description: The image shows an indoor room with a person standing in the center. There are desks, chairs, and various equipment around the room.
Proximity: The person appears to be a few meters away from the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,person_far,safe,1,,,,,0.0,caution,0,4,1,1,0,1,1,55,2353.1,2974,76,0.000492,"Description: The image shows an indoor space with a person standing in the center, surrounded by furniture and equipment, including a desk and a chair. The lighting appears to be adequate, but the overall environment looks somewhat cluttered.  
Proximity: The person is approximately 2-3 meters away from the camera.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,person_far,safe,1,,,,,0.0,caution,0,4,1,1,0,1,1,56,2676.6,398,78,5.3e-05,"Description: The image shows a person standing in what appears to be an indoor office or workshop environment. There are various objects like a chair, a desk, and what looks like machinery or equipment in the background.
Proximity: The person is approximately 5-10 feet away from the drone's current position.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,person_far,safe,2,,,,,0.0,caution,0,4,1,1,0,1,1,73,4394.6,274,110,0.002472,"Description: An indoor industrial or workshop environment with a person standing in the center of the frame, surrounded by machinery, shelving units, and equipment. The space appears to be a factory or workshop floor with overhead lighting.
Proximity: A person is present approximately 3–5 meters away (center frame), with walls, shelving, and machinery at roughly 2–6 meters on multiple sides — confined indoor space with limited clearance.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,person_far,safe,2,,,,,0.0,caution,0,4,1,1,0,1,1,40,2353.7,207,56,0.001875,"Description: The image shows an indoor room with a person standing in the center. There are desks, chairs, and equipment around the room.
Proximity: The person is approximately 2-3 meters away from the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,person_far,safe,2,,,,,0.0,caution,0,4,1,1,0,1,1,55,2149.1,2974,76,0.000492,"Description: The image shows an indoor space with a person standing in the center, surrounded by furniture and equipment, including a desk and a chair. The lighting appears to be adequate, but the overall environment looks somewhat cluttered.  
Proximity: The person is approximately 2-3 meters away from the camera.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,person_far,safe,2,,,,,0.0,caution,0,4,1,1,0,1,1,56,1851.9,398,78,5.3e-05,"Description: The image shows a person standing in what appears to be an indoor office or workshop environment. There are various objects like a chair, a desk, and what looks like machinery or equipment in the background.
Proximity: The person is approximately 5-10 feet away from the drone's current position.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,person_far,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,68,5219.6,274,101,0.002337,"Description: An indoor industrial or workshop environment with a person standing in the center of the frame, surrounded by machinery, shelving units, and equipment. The space is dimly lit with overhead fluorescent lighting.
Proximity: A person is approximately 3–5 meters away, centered in the frame. Various large machines and structures are close on the left and right sides, posing lateral collision risks.
Risk: caution

Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,person_far,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,42,2761.2,207,58,0.001905,"Description: The image shows an indoor room with a person standing in the center. There are desks, chairs, and various equipment around the room.
Proximity: The person appears to be approximately 2-3 meters from the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,person_far,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,56,2326.7,2974,74,0.000491,"Description: The image shows an indoor space with a person standing in the center, surrounded by furniture and equipment, including a desk and a chair. The lighting appears adequate, and the environment seems organized but somewhat cluttered.  
Proximity: The person appears to be a few meters away from the camera.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,person_far,safe,3,,,,,0.0,caution,0,4,1,1,0,1,1,56,2290.3,398,78,5.3e-05,"Description: The image shows a person standing in what appears to be an indoor office or workshop environment. There are various objects like a chair, a desk, and what looks like machinery or equipment in the background.
Proximity: The person is approximately 5-10 feet away from the drone's current position.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,person_far,safe,4,,,,,0.0,hazard,0,4,1,1,0,1,1,69,4315.3,274,102,0.002352,"Description: An indoor industrial or workshop environment with a person standing in the center of the frame, surrounded by machinery, shelving units, and equipment. The space has overhead lighting but appears dimly lit with limited visibility.
Proximity: A person is present at approximately 4–6 meters, standing directly in the drone's forward path. Various structures and machinery are within 2–3 meters on the sides.
Risk: hazard
Pilot suggested action: STOP",
llm_only,gpt4o,person_far,safe,4,,,,,0.0,caution,0,4,1,1,0,1,1,42,2738.1,207,58,0.001905,"Description: The image shows an indoor room with a person standing in the center. There are desks, chairs, and various equipment around the room.
Proximity: The person appears to be approximately 2-3 meters from the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,person_far,safe,4,,,,,0.0,caution,0,4,1,1,0,1,1,56,2284.0,2974,74,0.000491,"Description: The image shows an indoor space with a person standing in the center, surrounded by furniture and equipment, including a desk and a chair. The lighting appears adequate, and the environment seems organized but somewhat cluttered.  
Proximity: The person appears to be a few meters away from the camera.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,person_far,safe,4,,,,,0.0,caution,0,4,1,1,0,1,1,56,2128.3,398,78,5.3e-05,"Description: The image shows a person standing in what appears to be an indoor office or workshop environment. There are various objects like a chair, a desk, and what looks like machinery or equipment in the background.
Proximity: The person is approximately 5-10 feet away from the drone's current position.
Risk: caution
Pilot suggested action: SLOW_DOWN",
llm_only,claude,person_far,safe,5,,,,,0.0,caution,0,4,1,1,0,1,1,54,4127.8,274,84,0.002082,"Description: An indoor industrial or workshop space with a person standing in the center, surrounded by machinery, shelving units, and equipment under fluorescent lighting.
Proximity: A person is present at approximately 4–6 meters distance, centered in the frame; shelving and machinery are close on both sides and behind.
Risk: caution

Pilot suggested action: SLOW_DOWN",
llm_only,gpt4o,person_far,safe,5,,,,,0.0,caution,0,4,1,1,0,1,1,42,2631.9,207,58,0.001905,"Description: The image shows an indoor room with a person standing in the center. There are desks, chairs, and various equipment around the room.
Proximity: The person appears to be approximately 2-3 meters from the camera.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,person_far,safe,5,,,,,0.0,caution,0,4,1,1,0,1,1,57,2352.2,2974,75,0.000491,"Description: The image shows an indoor space with a person standing in the center, surrounded by furniture and equipment, including a desk and a chair. The lighting appears to be adequate, but the overall environment looks somewhat cluttered.  
Proximity: The person appears to be a few meters away from the camera.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
llm_only,gemini,person_far,safe,5,,,,,0.0,caution,0,4,1,1,0,1,1,56,2262.0,398,78,5.3e-05,"Description: The image shows a person standing in what appears to be an indoor office or workshop environment. There are various objects like a chair, a desk, and what looks like machinery or equipment in the background.
Proximity: The person is approximately 5-10 feet away from the drone's current position.
Risk: caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,claude,person_far,safe,1,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,hazard,0,4,1,1,0,1,1,122,6129.7,494,182,0.004212,"Description: The image shows an indoor industrial or workshop space with a person standing in the center-background area, a white plastic chair on the left, and various equipment/shelving units filling the space. The YOLO distance estimate of ~0.57m for the person appears to be a significant overestimate — visually the person looks to be approximately 4-6 meters away based on their relative size and perspective. The CLIP label of ""cluttered room full of obstacles"" is consistent with the image.

Proximity: The person is visually estimated at 4-6m away; the chair is roughly 2-3m away. Multiple fixed obstacles (shelving, equipment, walls) are present throughout the space. The environment is tight and cluttered with limited clear flight paths.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,person_far,safe,1,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,54,2778.4,404,70,0.00307,"Description: The image shows a cluttered room with a person standing in the center and a chair to the left. The room appears to be an indoor space with various objects and equipment around.
Proximity: The person is approximately 1 meter away, and the chair is slightly further.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gpt4o_mini,person_far,safe,1,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,77,2353.4,3171,100,0.000536,"Description: The image shows a cluttered room with a person standing in the center and a chair nearby. The YOLO detection estimates for the person and chair suggest they are closer than they appear, as the room seems to have a significant amount of space and obstacles. The CLIP label indicates uncertainty due to the cluttered environment.  
Proximity: The person appears to be approximately 2-3 meters away based on visual assessment.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,person_far,safe,1,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,87,1750.3,607,120,8.2e-05,"Description: The image shows a person standing in what appears to be an indoor room or workshop. A white plastic chair is visible on the left. The CLIP label ""a cluttered room full of obsta"" seems plausible given the general appearance, though the immediate area around the person and chair isn't excessively cluttered.
Proximity: The person appears to be several meters away, perhaps 3-4 meters. The chair is closer, possibly 2-3 meters away. YOLO's distance estimates seem to be significantly underestimated.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,claude,person_far,safe,2,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,,0,0,0,0,0,0,0,0,60917.8,0,0,0.0,,The read operation timed out
combined_enhanced,gpt4o,person_far,safe,2,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,54,2458.0,404,70,0.00307,"Description: The image shows a cluttered room with a person standing in the center and a chair to the left. The room appears to be an indoor space with various objects and equipment around.
Proximity: The person is approximately 1 meter away, and the chair is slightly further.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gpt4o_mini,person_far,safe,2,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,85,2509.2,3171,119,0.000547,"Description: The image shows a cluttered room with a person standing in the center and a chair nearby. The YOLO detection estimates for the person and chair seem low, as the person appears to be closer than the estimated distance of 0.57m, and the chair also seems nearer than 0.97m. The CLIP label indicates uncertainty due to the cluttered environment. 

Proximity: The person appears to be approximately 2-3 meters away based on visual assessment, which contradicts the YOLO estimate.

Risk: caution  
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,person_far,safe,2,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,87,2308.8,607,120,8.2e-05,"Description: The image shows a person standing in what appears to be an indoor room or workshop. A white plastic chair is visible on the left. The CLIP label ""a cluttered room full of obsta"" seems plausible given the general appearance, though the immediate area around the person and chair isn't excessively cluttered.
Proximity: The person appears to be several meters away, perhaps 3-4 meters. The chair is closer, possibly 2-3 meters away. YOLO's distance estimates seem to be significantly underestimated.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,claude,person_far,safe,3,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,hazard,0,4,1,1,0,1,1,104,6250.2,494,176,0.004122,"Description: The image shows an indoor industrial or workshop environment with a person standing in the center-background area, a plastic chair on the left, and various machinery/shelving units filling the space. The YOLO distance estimate of ~0.57m for the person appears significantly underestimated — visually the person appears to be roughly 4–6 meters away; the cluttered CLIP scene label accurately reflects the dense, obstacle-filled environment.

Proximity: The person is visually estimated at 4–6m away (YOLO's 0.57m is a clear heuristic error); the chair is approximately 1.5–2m away. Multiple structural obstacles (shelves, machinery, walls) are present throughout the space.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,person_far,safe,3,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,53,2762.7,404,69,0.003055,"Description: The image shows a cluttered room with a person standing in the center and a chair to the left. The room appears to be an indoor space with various equipment and furniture.
Proximity: The person is approximately 1 meter away, and the chair is slightly further.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gpt4o_mini,person_far,safe,3,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,81,2455.8,3171,110,0.000542,"Description: The image shows a cluttered room with a person standing in the center and a chair nearby. The YOLO detection estimates for the person and chair seem low given the proximity and size of the objects in the image, indicating a potential discrepancy. The CLIP label suggests uncertainty due to the cluttered environment. 

Proximity: The person appears to be approximately 1-2 meters away based on visual assessment, which contradicts the YOLO estimate of ~0.57m.

Risk: caution  
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,person_far,safe,3,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,94,2048.4,607,123,8.2e-05,"Description: The image shows a person standing in what appears to be an indoor room or workshop. A white plastic chair is visible on the left. The CLIP label ""a cluttered room full of obsta"" seems plausible given the general appearance, though the immediate area around the person is not excessively cluttered. The YOLO estimated distance for the person seems too close given their size in the frame.
Proximity: The person appears to be several meters away, perhaps 3-5 meters. The chair is closer, likely 1-2 meters away.
Risk: caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,claude,person_far,safe,4,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,116,6556.2,494,185,0.004257,"Description: The image shows an indoor industrial or workshop space with a person standing in the center-background area, a white plastic chair on the left, shelving units, and various equipment/machinery. The YOLO distance estimate of ~0.57m for the person appears to be a significant overestimate — visually the person appears to be several meters away (roughly 4-6m), likely due to bounding box heuristics failing in this low-light, wide-angle scenario. The CLIP label correctly identifies a cluttered environment with multiple obstacles.

Proximity: The person appears visually ~4-6 meters away; the chair is closer at approximately 2-3 meters to the left. Multiple structural obstacles (shelving, machinery, walls) are present throughout the space.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gpt4o,person_far,safe,4,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,55,2766.0,404,74,0.00313,"Description: The image shows a cluttered room with a person standing in the center and a chair to the left. The room appears to be an indoor space with various objects and furniture.
Proximity: The person is approximately 0.5 to 1 meter away, and the chair is slightly further.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gpt4o_mini,person_far,safe,4,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,85,2406.5,3171,119,0.000547,"Description: The image shows a cluttered room with a person standing in the center and a chair nearby. The YOLO detection estimates for the person and chair seem low, as the person appears to be closer than the estimated distance of 0.57m, and the chair also seems nearer than 0.97m. The CLIP label indicates uncertainty due to the cluttered environment. 

Proximity: The person appears to be approximately 1-2 meters away based on visual assessment, which contradicts the YOLO estimate.

Risk: caution  
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,person_far,safe,4,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,87,2002.6,607,120,8.2e-05,"Description: The image shows a person standing in what appears to be an indoor room or workshop. A white plastic chair is visible on the left. The CLIP label ""a cluttered room full of obsta"" seems plausible given the general appearance, though the immediate area around the person and chair isn't excessively cluttered.
Proximity: The person appears to be several meters away, perhaps 3-4 meters. The chair is closer, possibly 2-3 meters away. YOLO's distance estimates seem to be significantly underestimated.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,claude,person_far,safe,5,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,hazard,0,4,1,1,0,1,1,110,5830.7,494,173,0.004077,"Description: The image shows an indoor industrial or workshop environment with a person standing in the center-background area, a white plastic chair on the left, and various equipment/shelving units filling the space. The YOLO estimate of ~0.57m for the person appears significantly underestimated — visually the person appears to be roughly 4-6 meters away; the CLIP label of ""cluttered room full of obstacles"" accurately reflects the dense, confined environment with limited navigable space.

Proximity: Person appears approximately 4-6m away visually; chair roughly 2-3m; multiple structural obstacles (shelving, equipment, walls) throughout the space at varying distances — the room is heavily cluttered with limited clearance.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,person_far,safe,5,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,54,2353.8,404,70,0.00307,"Description: The image shows a cluttered room with a person standing in the center and a chair to the left. The room appears to be an indoor space with various objects and equipment around.
Proximity: The person is approximately 1 meter away, and the chair is slightly further.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gpt4o_mini,person_far,safe,5,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,77,2566.2,3171,100,0.000536,"Description: The image shows a cluttered room with a person standing in the center and a chair nearby. The YOLO detection estimates for the person and chair suggest they are closer than they appear, as the room seems to have a significant amount of space and obstacles. The CLIP label indicates uncertainty due to the cluttered environment.  
Proximity: The person appears to be approximately 2-3 meters away based on visual assessment.  
Risk: caution  
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,person_far,safe,5,yolo-world,"YOLO detections: person (conf=0.48, est_dist~0.57m [advisory], bbox=[149.2,114.1,193.3,240.0]); chair (conf=0.48, est_dist~0.97m [advisory], bbox=[8.8,165.5,79.3,240.0])",uncertain (a cluttered room full of obsta),unknown,0.1158,caution,0,4,1,1,0,1,1,87,2870.0,607,120,8.2e-05,"Description: The image shows a person standing in what appears to be an indoor room or workshop. A white plastic chair is visible on the left. The CLIP label ""a cluttered room full of obsta"" seems plausible given the general appearance, though the immediate area around the person and chair isn't excessively cluttered.
Proximity: The person appears to be several meters away, perhaps 3-4 meters. The chair is closer, possibly 2-3 meters away. YOLO's distance estimates seem to be significantly underestimated.
Risk: Caution
Pilot suggested action: SLOW_DOWN",
yolo_enhanced_only,yolo_enhanced,blocked_lens,hazard,1,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.1181,safe,0,0,0,0,0,0,0,0,56.91,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,blocked_lens,hazard,2,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.1181,safe,0,0,0,0,0,0,0,0,57.61,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,blocked_lens,hazard,3,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.1181,safe,0,0,0,0,0,0,0,0,56.33,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,blocked_lens,hazard,4,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.1181,safe,0,0,0,0,0,0,0,0,56.13,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,blocked_lens,hazard,5,yolo-world,YOLO detections: none,uncertain (a wall directly blocking and f),unknown,0.1181,safe,0,0,0,0,0,0,0,0,56.35,0,0,0.0,,
llm_only,claude,blocked_lens,hazard,1,,,,,0.0,hazard,1,5,1,1,1,1,1,81,4793.9,274,120,0.002622,"Description: The image appears to show visual noise or static, possibly indicating a camera malfunction, lens obstruction, or severe interference — no discernible scene or objects are visible.
Proximity: Unable to determine — no identifiable objects, terrain, or obstacles can be assessed from this feed.
Risk: hazard

Pilot suggested action: HOLD

**Reason:** Camera feed is unreliable or completely obscured. Operating without visual confirmation is unsafe. Hold position immediately, do not maneuver until camera feed is restored or verified through alternate means.",
llm_only,gpt4o,blocked_lens,hazard,1,,,,,0.0,caution,0,4,1,1,0,1,1,34,2770.6,207,46,0.001725,"Description: The image appears to be filled with static or noise, with no discernible objects or features visible.
Proximity: Unable to estimate due to lack of visible objects.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,blocked_lens,hazard,1,,,,,0.0,caution,0,4,1,1,0,1,1,35,2142.0,2974,48,0.000475,"Description: The image appears to be a static or noise-filled screen with no discernible objects or features visible.  
Proximity: Unable to estimate proximity due to lack of identifiable features.  
Risk: caution  
Pilot suggested action: HOLD",
llm_only,gemini,blocked_lens,hazard,1,,,,,0.0,caution,0,4,1,1,0,1,1,35,1439.4,398,48,4.4e-05,"Description: The image is very dark and appears to be static or noise, with no discernible objects or features. It is impossible to determine any environmental context.
Proximity: Undeterminable
Risk: caution
Pilot suggested action: HOLD",
llm_only,claude,blocked_lens,hazard,2,,,,,0.0,hazard,1,5,1,1,1,1,1,95,5527.8,274,145,0.002997,"Description: The image shows what appears to be visual noise or static, possibly indicating a camera malfunction, lens obstruction, or severe interference. No discernible objects, terrain, or persons are visible.
Proximity: Unable to determine — no recognizable objects or depth cues are visible through the noise/static.
Risk: hazard

Pilot suggested action: HOLD

> ⚠️ **Camera feed appears corrupted or blocked.** Do not proceed without a reliable visual feed. Maintain current position (HOLD), attempt camera diagnostic or switch to backup feed if available. If no alternative sensor data is available, initiate controlled LAND at current position.",
llm_only,gpt4o,blocked_lens,hazard,2,,,,,0.0,caution,0,4,1,1,0,1,1,34,2870.5,207,46,0.001725,"Description: The image appears to be a static or noise pattern, with no discernible objects or people visible.
Proximity: Unable to estimate due to lack of visible objects.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,blocked_lens,hazard,2,,,,,0.0,caution,0,4,1,1,0,1,1,35,2111.7,2974,48,0.000475,"Description: The image appears to be a static or noise-filled screen with no discernible objects or features visible.  
Proximity: Unable to estimate proximity due to lack of identifiable features.  
Risk: caution  
Pilot suggested action: HOLD",
llm_only,gemini,blocked_lens,hazard,2,,,,,0.0,caution,0,4,1,1,0,1,1,35,3006.2,398,48,4.4e-05,"Description: The image is very dark and appears to be static or noise, with no discernible objects or features. It is impossible to determine any environmental details.
Proximity: Undeterminable
Risk: caution
Pilot suggested action: HOLD",
llm_only,claude,blocked_lens,hazard,3,,,,,0.0,hazard,1,5,1,1,1,1,1,53,4406.9,274,81,0.002037,"Description: The image shows what appears to be visual noise or static, possibly indicating a camera malfunction, lens obstruction, or severe interference. No discernible terrain, objects, or persons are visible.
Proximity: Unable to determine — visual feed is compromised and provides no usable depth or spatial information.
Risk: hazard
Pilot suggested action: HOLD",
llm_only,gpt4o,blocked_lens,hazard,3,,,,,0.0,caution,0,4,1,1,0,1,1,34,2300.5,207,46,0.001725,"Description: The image appears to be a static or noise pattern, with no discernible objects or people visible.
Proximity: Unable to estimate due to lack of visible objects.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,blocked_lens,hazard,3,,,,,0.0,caution,0,4,1,1,0,1,1,42,2328.5,2974,56,0.00048,"Description: The image appears to be a static or noise-filled screen with a mix of colors, indicating a lack of clear visual information.  
Proximity: Unable to estimate proximity due to lack of discernible objects or features.  
Risk: caution  
Pilot suggested action: HOLD",
llm_only,gemini,blocked_lens,hazard,3,,,,,0.0,caution,0,4,1,1,0,1,1,35,2338.8,398,48,4.4e-05,"Description: The image is very dark and appears to be static or noise, with no discernible objects or features. It is impossible to determine any environmental context.
Proximity: Undeterminable
Risk: caution
Pilot suggested action: HOLD",
llm_only,claude,blocked_lens,hazard,4,,,,,0.0,hazard,1,5,1,1,1,1,1,98,5633.7,274,144,0.002982,"Description: The image appears to show visual noise or static, similar to a camera malfunction, heavily obscured lens, or complete signal loss — no discernible scene or objects are visible.
Proximity: Unable to determine — visual feed is completely compromised with no identifiable features, objects, or terrain.
Risk: hazard

Pilot suggested action: HOLD

> ⚠️ **Camera feed is corrupted or lens is fully obstructed.** Drone should hold position immediately. Do not proceed without a clear visual feed. Recommend switching to backup camera if available, or initiating a controlled landing in a known safe location using sensor data only.",
llm_only,gpt4o,blocked_lens,hazard,4,,,,,0.0,caution,0,4,1,1,0,1,1,34,2654.5,207,46,0.001725,"Description: The image appears to be filled with static or noise, with no discernible objects or features visible.
Proximity: Unable to estimate due to lack of visible objects.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,blocked_lens,hazard,4,,,,,0.0,caution,0,4,1,1,0,1,1,45,2357.0,2974,58,0.000481,"Description: The image appears to be a static or noisy screen with a mix of green and other colors, indicating a lack of clear visual information.  
Proximity: Unable to estimate proximity due to lack of discernible objects or features.  
Risk: caution  
Pilot suggested action: HOLD",
