t_s,roll_deg,pitch_deg,roll_error_deg,pitch_error_deg
8.9,0.358,-0.041,-0.3567,0.0366
8.905,0.363,-0.045,-0.3575,0.0414
8.91,0.37,-0.035,-0.3632,0.0447
8.915,0.371,-0.042,-0.3698,0.0354
8.92,0.371,-0.038,-0.3709,0.0421
8.925,0.375,-0.041,-0.3709,0.0381
8.93,0.371,-0.031,-0.375,0.0406
8.935,0.369,-0.039,-0.3711,0.0314
8.94,0.366,-0.049,-0.3686,0.0393
8.945,0.364,-0.047,-0.3656,0.0493
8.95,0.37,-0.049,-0.3638,0.0469
8.955,0.371,-0.049,-0.37,0.0489
8.96,0.37,-0.037,-0.3711,0.0495
8.965,0.368,-0.033,-0.3696,0.037
8.97,0.362,-0.022,-0.3678,0.0332
8.975,0.363,-0.018,-0.3621,0.0216
8.98,0.364,-0.015,-0.3632,0.0176
8.985,0.358,-0.026,-0.3639,0.0145
8.99,0.363,-0.024,-0.3579,0.0257
8.995,0.371,-0.018,-0.3633,0.0238
9.0,0.373,-0.008,-0.3706,0.0178
9.005,0.38,-0.001,-0.3733,0.0083
9.01,0.38,0.01,-0.3796,0.0006
9.015,0.381,-0.002,-0.3805,-0.0102
9.02,0.378,0.01,-0.3806,0.002
9.025,0.364,0.031,-0.3778,-0.0103
9.03,0.359,0.021,-0.3636,-0.0305
9.035,0.349,0.032,-0.3587,-0.0213
9.04,0.345,0.022,-0.3492,-0.0325
9.045,0.343,0.019,-0.3454,-0.0223
9.05,0.343,0.015,-0.3428,-0.0187
9.055,0.336,0.021,-0.3425,-0.0147
9.06,0.338,0.024,-0.3358,-0.0208
9.065,0.339,0.018,-0.3377,-0.0242
9.07,0.338,0.014,-0.3385,-0.0179
9.075,0.343,0.011,-0.3382,-0.0142
9.08,0.35,0.007,-0.3426,-0.0107
9.085,0.351,-0.001,-0.3497,-0.0072
9.09,0.358,0.004,-0.3514,0.0007
9.095,0.357,-0.008,-0.3578,-0.0043
9.1,0.36,-0.007,-0.3569,0.0075
9.105,0.353,-0.027,-0.3603,0.007
9.11,0.353,-0.034,-0.3535,0.0272
9.115,0.35,-0.036,-0.3528,0.0345
9.12,0.352,-0.031,-0.3497,0.0356
9.125,0.345,-0.012,-0.3518,0.0311
9.13,0.343,-0.018,-0.3449,0.0122
9.135,0.339,-0.027,-0.3426,0.0184
9.14,0.337,-0.028,-0.3389,0.0266
9.145,0.339,-0.023,-0.3371,0.0279
9.15,0.344,-0.025,-0.3389,0.0228
9.155,0.339,-0.015,-0.3437,0.0247
9.16,0.346,-0.017,-0.3386,0.015
9.165,0.334,-0.035,-0.3458,0.0165
9.17,0.335,-0.029,-0.3338,0.0354
9.175,0.339,-0.025,-0.3345,0.0286
9.18,0.336,-0.04,-0.339,0.025
9.185,0.335,-0.05,-0.3363,0.0397
9.19,0.338,-0.047,-0.3351,0.0503
9.195,0.336,-0.033,-0.3378,0.0466
9.2,0.343,-0.027,-0.3357,0.0325
9.205,0.342,-0.035,-0.3434,0.027
9.21,0.344,-0.041,-0.3415,0.0352
9.215,0.334,-0.051,-0.3437,0.0411
9.22,0.338,-0.054,-0.3345,0.0515
9.225,0.331,-0.069,-0.3378,0.0535
9.23,0.315,-0.052,-0.3309,0.0685
9.235,0.304,-0.031,-0.3147,0.0518
9.24,0.307,-0.033,-0.3036,0.0307
9.245,0.306,-0.037,-0.3073,0.033
9.25,0.307,-0.039,-0.3057,0.0372
9.255,0.304,-0.051,-0.3065,0.0386
9.26,0.309,-0.049,-0.304,0.0509
9.265,0.313,-0.05,-0.3087,0.0489
9.27,0.316,-0.05,-0.3127,0.0502
9.275,0.323,-0.054,-0.3161,0.05
9.28,0.331,-0.048,-0.3229,0.0541
9.285,0.331,-0.047,-0.3306,0.0477
9.29,0.332,-0.044,-0.3313,0.0465
9.295,0.33,-0.041,-0.3322,0.0445
9.3,0.329,-0.038,-0.33,0.0412
9.305,0.333,-0.033,-0.3288,0.0382
9.31,0.339,-0.025,-0.3329,0.0331
9.315,0.338,-0.028,-0.3385,0.025
9.32,0.334,-0.015,-0.3377,0.0278
9.325,0.329,-0.025,-0.3336,0.0147
9.33,0.316,-0.006,-0.3291,0.025
9.335,0.316,0.005,-0.3159,0.0064
9.34,0.324,0.007,-0.3156,-0.0045
9.345,0.326,-0.002,-0.3236,-0.0075
9.35,0.303,-0.019,-0.3263,0.0023
9.355,0.303,-0.027,-0.3031,0.019
9.36,0.306,-0.027,-0.3034,0.0275
9.365,0.315,-0.027,-0.3063,0.0268
9.37,0.312,-0.043,-0.3152,0.0268
9.375,0.32,-0.039,-0.3116,0.0425
9.38,0.325,-0.02,-0.3204,0.039
9.385,0.33,-0.013,-0.3247,0.0196
9.39,0.331,-0.01,-0.3302,0.0133
9.395,0.333,0.003,-0.331,0.0103
9.4,0.333,0.006,-0.3333,-0.0034
9.405,0.332,0.022,-0.3331,-0.0056
9.41,0.332,0.03,-0.3321,-0.0225
9.415,0.329,0.017,-0.332,-0.0296
9.42,0.312,-0.005,-0.3294,-0.0165
9.425,0.312,0.002,-0.3124,0.0053
9.43,0.304,-0.012,-0.3122,-0.0018
9.435,0.293,0.007,-0.3037,0.0123
9.44,0.298,0.008,-0.2931,-0.0075
9.445,0.302,0.009,-0.2978,-0.0084
9.45,0.308,0.022,-0.3023,-0.0095
9.455,0.314,0.02,-0.3075,-0.0219
9.46,0.32,0.021,-0.314,-0.0195
9.465,0.326,0.015,-0.3202,-0.0215
9.47,0.318,-0.007,-0.3263,-0.0147
9.475,0.316,-0.029,-0.3183,0.0065
9.48,0.318,-0.023,-0.3165,0.029
9.485,0.324,-0.021,-0.3185,0.0227
9.49,0.324,-0.01,-0.3243,0.0206
9.495,0.315,-0.019,-0.3242,0.0099
9.5,0.287,-0.001,-0.315,0.0195
9.505,0.287,0.031,-0.287,10.0011
9.51,0.288,0.131,-0.2871,9.9695
9.515,0.293,0.289,-0.2884,9.8692
9.52,0.283,0.552,-0.2929,9.7108
9.525,0.286,0.879,-0.2829,9.4485
9.53,0.289,1.278,-0.286,9.1206
9.535,0.288,1.71,-0.289,8.7221
9.54,0.284,2.173,-0.2879,8.2903
9.545,0.29,2.659,-0.2841,7.8265
9.55,0.29,3.136,-0.2899,7.3412
9.555,0.289,3.591,-0.2903,6.8638
9.56,0.281,4.006,-0.2887,6.409
9.565,0.285,4.378,-0.2807,5.9941
9.57,0.279,4.7,-0.285,5.6219
9.575,0.274,4.971,-0.2794,5.2999
9.58,0.261,5.193,-0.2736,5.0293
9.585,0.252,5.362,-0.2605,4.8073
9.59,0.236,5.489,-0.2517,4.638
9.595,0.223,5.596,-0.2355,4.5113
9.6,0.213,5.682,-0.2234,4.4042
9.605,0.209,5.756,-0.2128,4.3176
9.61,0.198,5.822,-0.209,4.2443
9.615,0.195,5.901,-0.1977,4.1782
9.62,0.194,5.994,-0.1953,4.0987
9.625,0.189,6.099,-0.1943,4.0062
9.63,0.185,6.217,-0.1892,3.9014
9.635,0.174,6.343,-0.1855,3.7828
9.64,0.172,6.485,-0.1743,3.6573
9.645,0.167,6.635,-0.1721,3.5152
9.65,0.164,6.791,-0.167,3.3652
9.655,0.149,6.943,-0.1639,3.2091
9.66,0.149,7.089,-0.1491,3.0574
9.665,0.141,7.235,-0.1487,2.911
9.67,0.135,7.37,-0.1412,2.7651
9.675,0.141,7.489,-0.1351,2.63
9.68,0.134,7.592,-0.1411,2.5111
9.685,0.12,7.694,-0.1337,2.4085
9.69,0.114,7.778,-0.12,2.3063
9.695,0.108,7.849,-0.1142,2.2219
9.7,0.1,7.912,-0.1077,2.1508
9.705,0.099,7.973,-0.0999,2.0881
9.71,0.098,8.025,-0.0989,2.0271
9.715,0.095,8.072,-0.0977,1.9746
9.72,0.095,8.125,-0.0952,1.9279
9.725,0.097,8.175,-0.0949,1.875
9.73,0.09,8.225,-0.0969,1.8251
9.735,0.089,8.279,-0.0898,1.7747
9.74,0.087,8.327,-0.0886,1.7207
9.745,0.09,8.378,-0.0872,1.6735
9.75,0.087,8.431,-0.09,1.6218
9.755,0.087,8.488,-0.0874,1.5691
9.76,0.091,8.537,-0.0869,1.5121
9.765,0.083,8.585,-0.091,1.4625
9.77,0.073,8.631,-0.0832,1.4154
9.775,0.071,8.68,-0.0734,1.3688
9.78,0.072,8.723,-0.0709,1.3196
9.785,0.071,8.756,-0.0722,1.2769
9.79,0.069,8.799,-0.0706,1.244
9.795,0.07,8.839,-0.0691,1.2013
9.8,0.065,8.871,-0.0699,1.1612
9.805,0.063,8.901,-0.0648,1.1287
9.81,0.06,8.932,-0.0633,1.0987
9.815,0.064,8.958,-0.0598,1.068
9.82,0.059,8.985,-0.064,1.0418
9.825,0.046,9.005,-0.0594,1.0153
9.83,0.043,9.03,-0.0462,0.9953
9.835,0.039,9.053,-0.0431,0.9703
9.84,0.036,9.075,-0.0389,0.947
9.845,0.037,9.096,-0.0365,0.9254
9.85,0.032,9.123,-0.0365,0.9043
9.855,0.032,9.141,-0.0319,0.8765
9.86,0.032,9.162,-0.0317,0.859
9.865,0.027,9.177,-0.0319,0.838
9.87,0.03,9.193,-0.0266,0.8231
9.875,0.03,9.206,-0.0302,0.8074
9.88,0.034,9.22,-0.0303,0.7936
9.885,0.037,9.23,-0.0338,0.7803
9.89,0.031,9.243,-0.0373,0.7701
9.895,0.03,9.257,-0.0314,0.7574
9.9,0.027,9.274,-0.0296,0.743
9.905,0.022,9.292,-0.0268,0.7263
9.91,0.02,9.312,-0.0215,0.7077
9.915,0.012,9.33,-0.0196,0.6879
9.92,0.014,9.342,-0.0118,0.67
9.925,0.016,9.359,-0.0135,0.658
9.93,0.019,9.374,-0.0162,0.6406
9.935,0.022,9.382,-0.0192,0.6258
9.94,0.027,9.393,-0.0222,0.6182
9.945,0.024,9.402,-0.027,0.6074
9.95,0.023,9.411,-0.0245,0.5982
9.955,0.029,9.417,-0.0231,0.5891
9.96,0.031,9.423,-0.0293,0.5828
9.965,0.028,9.431,-0.0312,0.577
9.97,0.028,9.435,-0.0278,0.569
9.975,0.025,9.44,-0.0277,0.5648
9.98,0.028,9.444,-0.0254,0.5597
9.985,0.028,9.453,-0.0276,0.5561
9.99,0.038,9.462,-0.0282,0.5473
9.995,0.042,9.472,-0.0375,0.5384
10.0,0.046,9.478,-0.0421,0.5277
10.005,0.049,9.484,-0.0459,0.5215
10.01,0.045,9.492,-0.0491,0.5159
10.015,0.039,9.5,-0.0447,0.508
10.02,0.029,9.505,-0.0385,0.4995
10.025,0.031,9.511,-0.0287,0.495
10.03,0.031,9.52,-0.0314,0.489
10.035,0.037,9.526,-0.0309,0.4798
10.04,0.037,9.532,-0.037,0.4739
10.045,0.038,9.536,-0.0369,0.4684
10.05,0.037,9.541,-0.0381,0.4644
10.055,0.038,9.545,-0.0375,0.4593
10.06,0.035,9.548,-0.0377,0.4546
10.065,0.035,9.547,-0.0351,0.4518
10.07,0.031,9.553,-0.0347,0.4534
10.075,0.025,9.558,-0.0308,0.4471
10.08,0.02,9.56,-0.0255,0.4416
10.085,0.02,9.565,-0.0204,0.4399
10.09,0.019,9.567,-0.0201,0.4351
10.095,0.023,9.573,-0.0188,0.433
10.1,0.023,9.573,-0.0228,0.4269
10.105,0.02,9.576,-0.0234,0.4271
10.11,0.015,9.574,-0.0197,0.4242
10.115,0.01,9.573,-0.0152,0.4259
10.12,0.008,9.573,-0.0104,0.4271
10.125,0.011,9.576,-0.0084,0.4273
10.13,0.008,9.586,-0.0112,0.424
10.135,0.009,9.595,-0.0075,0.4139
10.14,0.011,9.6,-0.0089,0.4051
10.145,0.011,9.605,-0.0114,0.3998
10.15,0.014,9.608,-0.0114,0.3952
10.155,0.012,9.611,-0.0139,0.3919
10.16,0.015,9.611,-0.0124,0.3885
10.165,0.019,9.607,-0.0148,0.3887
10.17,0.016,9.605,-0.0188,0.3932
10.175,0.01,9.602,-0.016,0.3952
10.18,0.006,9.601,-0.0095,0.3982
10.185,-0.002,9.601,-0.0064,0.3988
10.19,-0.001,9.603,0.0021,0.3986
10.195,-0.005,9.601,0.0015,0.3969
10.2,-0.009,9.598,0.005,0.3986
10.205,-0.015,9.595,0.0095,0.4018
10.21,-0.016,9.6,0.0148,0.4052
10.215,-0.008,9.604,0.016,0.4004
10.22,-0.003,9.61,0.0085,0.3956
10.225,0.005,9.611,0.0027,0.3903
10.23,0.007,9.612,-0.0055,0.3887
10.235,0.009,9.614,-0.0067,0.3876
10.24,0.009,9.62,-0.0085,0.3862
10.245,0.009,9.623,-0.009,0.3797
10.25,0.008,9.621,-0.0092,0.3775
10.255,0.009,9.62,-0.0076,0.3789
10.26,0.008,9.62,-0.0087,0.3798
10.265,0.006,9.62,-0.0082,0.3796
10.27,0.003,9.619,-0.006,0.38
10.275,0.003,9.618,-0.0032,0.3811
10.28,0.006,9.618,-0.003,0.3822
10.285,0.003,9.614,-0.0059,0.3824
10.29,0.001,9.61,-0.003,0.3861
10.295,-0.003,9.61,-0.0006,0.3901
10.3,-0.006,9.61,0.0033,0.3904
10.305,-0.002,9.614,0.0063,0.3899
10.31,-0.008,9.617,0.0025,0.3859
10.315,-0.011,9.617,0.0081,0.3833
10.32,-0.013,9.615,0.0114,0.3828
10.325,-0.016,9.613,0.0132,0.3852
10.33,-0.018,9.609,0.0164,0.3866
10.335,-0.017,9.61,0.0178,0.3905
10.34,-0.019,9.612,0.0168,0.3903
10.345,-0.018,9.611,0.0195,0.3885
10.35,-0.021,9.607,0.0183,0.3889
10.355,-0.02,9.606,0.0212,0.3933
10.36,-0.012,9.61,0.0202,0.394
10.365,-0.014,9.614,0.0125,0.3898
10.37,-0.013,9.615,0.0136,0.3861
10.375,-0.013,9.619,0.0128,0.3854
10.38,-0.018,9.62,0.0134,0.3813
10.385,-0.015,9.621,0.0178,0.3801
10.39,-0.018,9.62,0.0153,0.3792
10.395,-0.015,9.619,0.0177,0.3802
10.4,-0.011,9.622,0.0153,0.381
10.405,-0.006,9.618,0.0113,0.378
10.41,0.0,9.617,0.0063,0.3821
10.415,0.003,9.615,-0.0004,0.3832
10.42,0.004,9.615,-0.0028,0.3852
10.425,0.003,9.611,-0.004,0.385
10.43,0.0,9.609,-0.0026,0.3888
10.435,-0.002,9.604,-0.0003,0.391
10.44,-0.003,9.609,0.0016,0.3963
10.445,-0.01,9.607,0.0031,0.3915
10.45,-0.012,9.615,0.0096,0.3932
10.455,-0.024,9.621,0.0123,0.3848
10.46,-0.025,9.629,0.0245,0.3787
10.465,-0.028,9.633,0.0245,0.3708
10.47,-0.03,9.635,0.0279,0.3669
10.475,-0.034,9.635,0.0296,0.3654
10.48,-0.033,9.635,0.0341,0.3653
10.485,-0.036,9.633,0.0333,0.3651
10.49,-0.027,9.629,0.0364,0.3666
10.495,-0.032,9.629,0.0271,0.3709
10.5,-0.027,9.625,0.0316,0.3712
10.505,-0.024,9.624,0.027,0.3752
10.51,-0.021,9.626,0.0235,0.3765
10.515,-0.014,9.623,0.0207,0.3744
10.52,-0.014,9.622,0.0142,0.3775
10.525,-0.01,9.621,0.0139,0.3775
10.53,-0.002,9.62,0.0102,0.379
10.535,-0.0,9.623,0.0018,0.3796
10.54,0.002,9.619,0.0001,0.3775
10.545,-0.004,9.62,-0.0023,0.3813
10.55,-0.008,9.62,0.0039,0.3803
10.555,-0.013,9.624,0.0079,0.38
10.56,-0.022,9.623,0.0127,0.3759
10.565,-0.029,9.62,0.0224,0.3773
10.57,-0.032,9.623,0.0289,0.3803
10.575,-0.029,9.625,0.0324,0.3774
10.58,-0.031,9.628,0.0286,0.3747
10.585,-0.037,9.625,0.0311,0.372
10.59,-0.03,9.627,0.0367,0.3745
10.595,-0.029,9.63,0.0304,0.3726
10.6,-0.026,9.629,0.0286,0.3696
10.605,-0.015,9.626,0.0256,0.3708
10.61,-0.006,9.623,0.0154,0.3738
10.615,-0.0,9.624,0.0061,0.3766
10.62,0.002,9.626,0.0003,0.3759
10.625,-0.002,9.624,-0.002,0.3742
10.63,-0.003,9.623,0.0023,0.3762
10.635,-0.0,9.619,0.0029,0.3765
10.64,0.003,9.624,0.0005,0.3813
10.645,0.001,9.624,-0.003,0.3762
10.65,-0.004,9.624,-0.0006,0.3758
10.655,-0.005,9.624,0.0041,0.3759
10.66,-0.015,9.625,0.0051,0.3764
10.665,-0.017,9.625,0.0153,0.3747
10.67,-0.018,9.624,0.0175,0.3752
10.675,-0.013,9.623,0.0175,0.3756
10.68,-0.016,9.623,0.0128,0.377
10.685,-0.02,9.628,0.0155,0.3768
10.69,-0.025,9.631,0.0202,0.3721
10.695,-0.028,9.631,0.0251,0.3688
10.7,-0.03,9.634,0.0276,0.3688
10.705,-0.026,9.634,0.0299,0.3662
10.71,-0.024,9.637,0.026,0.3655
10.715,-0.017,9.637,0.0241,0.3631
10.72,-0.01,9.639,0.0174,0.3634
10.725,-0.011,9.64,0.01,0.3607
10.73,-0.016,9.643,0.0109,0.3604
10.735,-0.015,9.641,0.0155,0.3574
10.74,-0.02,9.639,0.0154,0.3588
10.745,-0.021,9.639,0.0202,0.3611
10.75,-0.023,9.639,0.0215,0.3606
10.755,-0.02,9.643,0.0227,0.361
10.76,-0.019,9.648,0.0202,0.3572
10.765,-0.023,9.647,0.0187,0.3521
10.77,-0.028,9.646,0.0228,0.3531
10.775,-0.028,9.639,0.0276,0.3542
